# id	file_path	transparent_color_r	g	b

[TEXTURES]
0	...\Resources\Texture\simon.png	255	0	255
1	...\Resources\Texture\simon-death.png	255	0	255
20	...\Resources\Texture\floor.png	255	255	255
30	...\Resources\Texture\holder.png	255	0	255
40	...\Resources\Texture\item.png	255	0	255
50	...\Resources\Texture\whip.png	255	0	255
51	...\Resources\Texture\dagger.png	255	0	255
52	...\Resources\Texture\holy_water.png	255	0	255
60	...\Resources\Texture\ghost.png	255	0	255
61	...\Resources\Texture\panther.png	255	0	255
62	...\Resources\Texture\fishman.png	255	0	255
70	...\Resources\Texture\burn.png	255	0	255
71	...\Resources\Texture\effect400.png	255	0	255
72	...\Resources\Texture\effect700.png	255	0	255
73	...\Resources\Texture\effect1000.png	255	0	255
74	...\Resources\Texture\hit_effect.png	255	0	255
80	...\Resources\Texture\font.png	255	0	255
81	...\Resources\Texture\heal.png	0	0	0
90	...\Resources\Texture\door.png	255	0	255

# id	left	top	right	bottom	texture_id
[SPRITES]
#SIMON
#intro
10000	60	66	120	132	0
# left
# idle
10001	0	0	60	66	0
#walk
10002	60	0	120	66	0
10003	120	0	180	66	0
#jump/duck
10004	240	0	300	66	0
#hurt
10005	900	66	960	132	0
#death
10006	0	0	64	68	1
#stair
#up
10011	60	0	120	66	0
10012	240	66	300	132	0
#down
10016	60	0	120	66	0
10017	120	66	180	132	0
#whip/use subweapon
#standing
10021	300	0	360	66	0
10022	361	0	421	66	0
10023	420	0	480	66	0
#ducking
10026	420	66	480	132	0
10027	-1	132	59	198	0
10028	61	132	121	198	0
#uping
10031	300	132	360	198	0
10032	360	132	420	198	0
10033	420	132	480	198	0
#downing
10036	120	132	180	198	0
10037	180	132	240	198	0
10038	240	132	300	198	0

# right
# idle
11001	900	0	960	66	0
# walk
11002	840	0	900	66	0
11003	780	0	840	66	0
#jump/duck
11004	660	0	720	66	0
#hurt
11005	0	66	60	132	0
#death
11006	64	0	128	68	1
#stair
#up
11011	840	0	900	66	0
11012	660	66	720	132	0
#down
11016	840	0	900	66	0
11017	780	66	840	132	0
#whip/use subweapon
#standing
11021	600	0	660	66	0
11022	539	0	599	66	0
11023	480	0	540	66	0
#ducking
11026	480	66	540	132	0
11027	901	132	961	198	0
11028	839	132	899	198	0
#uping
11031	600	132	660	198	0
11032	540	132	600	198	0
11033	480	132	540	198	0
#downing
11036	780	132	840	198	0
11037	720	132	780	198	0
11038	660	132	720	198	0


#FLOOR
20001	1536	0	1568	32	20

#HOLDERS
#FIREPOT
30001	0	0	32	64	30
30002	32	0	64	64	30
#CANDLES
30006	63	3	79	32	30
30007	79	0	95	32	30
#effect
30011	0	0	16	20	31
30012	43	0	85	44	32

#ITEM
#small heart
40001	0	0	16	16	40
#big heart
40002	16	0	40	20	40
#money bag
#red
40006	40	0	70	30	40
#white
40007	70	0	100	30	40
#blue
40008	100	0	130	30	40
#whip
#red
40011	130	0	162	32	40
#blue
40012	194	0	224	32	40
#dagger
40016	162	0	194	18	40
#Stop watch
40017	194	0	234	33	40

#Cross
40018	224	0	256	33	40

#Holy water item
40019	29	31	62	64	40



#WEAPON
#whip
#left
#lv1
50001	0	0	160	68	50
50002	160	0	320	68	50
50003	320	0	480	68	50
#lv2
50006	0	68	160	136	50
50007	160	68	320	136	50
50008	320	68	480	136	50
#lv3
50011	0	136	160	204	50
50012	160	136	320	204	50
50013	320	136	480	204	50
#right
#lv1
51001	1120	0	1280	68	50
51002	960	0	1120	68	50
51003	800	0	960	68	50
#lv2
51006	1120	68	1280	136	50
51007	960	68	1120	136	50
51008	800	68	960	136	50
#lv3
51011	1120	136	1280	204	50
51012	960	136	1120	204	50
51013	800	136	960	204	50
#dagger
#left
50016	0	0	32	18	51
#right
51016	32	0	64	18	51
#Holy water
#Holy water throw
#Left
50017	8	4	24	20	52
#Right
51017	136	4	152	20	52
#Using effect
50018	45	0	51	26	52
50019	74	2	86	26	52
50020	96	0	128	26	52

#ENEMY

#Ghost
#Left
60001	0	0	32	64	60
60002	36	0	68	64	60

#Right
60011	77	0	109	64	60
60012	113	0	145	64	60


#Panther
#Left
#Idle
61000	0	0	64	32	61
#Leap
61001	192	0	256	32	61
#Moving
61002	68	0	132	32	61
61003	134	0	198	32	61

#Right
#Idle
61010	472	0	536	32	61
#Leap
61011	264	0	328	32	61
#Moving
61012	404	0	468	32	61
61013	338	0	402	32	61

#Fishman
#Left
#Idle
62000	69	0	101	64	62
#Moving
62001	34	0	66	64	62
62002	0	0	32	64	62

#Right
#Idle
62010	115	0	147	64	62
#Moving
62011	148	0	180	64	62
62012	184	0	216	64	62

#Effect
#Burn
70000	18	10	24	36	70
70001	58	12	70	36	70
70002	98	6	114	36	70

#400 effect
70010	0	1	29	17	71

#700 effect
70020	1	1	29	17	72

#1000 effect
70030	0	1	37	17	73

#hit effect
70040	0	0	16	20	74

#Board element
#Character
#A
80000	1	1	14	14	80
#B
80001	16	1	29	14	80
#C
80002	31	1	44	14	80
#D
80003	46	1	59	14	80
#E
80004	63	1	74	14	80
#F
80005	76	1	89	14	80
#G
80006	91	1	104	14	80
#H
80007	106	1	119	14	80
#I
80008	123	1	134	14	80
#J
80009	136	1	149	14	80
#K
80010	151	1	164	14	80
#L
80011	168	1	179	14	80
#M
80012	181	1	194	14	80
#N
80013	1	15	14	28	80
#O
80014	16	15	29	28	80
#P
80015	31	15	44	28	80
#Q
80016	46	15	59	28	80
#R
80017	63	15	74	28	80
#S
80018	76	15	89	28	80
#T
80019	91	15	104	28	80
#U
80020	106	15	119	28	80
#V
80021	123	15	134	28	80
#W
80022	136	15	149	28	80
#X
80023	151	15	164	28	80
#Y
